,review_date,rating,ingredients,characteristics
1777,2020,3.75,"2- B,S","complex,cranberry,malt, vanilla"
1778,2021,3.75,"2- B,S","blackberry, tang"
1779,2021,3.0,1- B,"sharp fruit, intense, sl. Sour"
1780,2021,3.25,"2- B,S","burnt fudge, nutty"
1781,2021,3.25,"2- B,S","deep cocoa, cherry, slight ashy"
1782,2021,3.0,"2- B,S","berries, burnt, rubbery, off"
1783,2021,3.5,"2- B,S","strong start, fruity, acidic"
1784,2015,2.75,"3- B,S,C","off notes, sour, roasty"
1785,2015,3.0,"3- B,S,C","sweet,sandy, fruit, pungent"
1786,2011,3.5,"2- B,S","rich cocoa, one dimensional"
1787,2018,3.75,"3- B,S,C","creamy, cherry, acidic"
1788,2009,2.75,"3- B,S,C","sandy, cheese, sour"
1789,2009,3.0,"3- B,S,C","fatty,cheese, musty"
1790,2010,3.0,"3- B,S,C","earthy, cheesy"
1791,2010,3.0,"3- B,S,C","gritty, simple cocoa, burnt"
1792,2011,2.0,"5- B,S,C,V,L","intense, medicinal, leathery"
1793,2011,2.75,"5- B,S,C,V,L","rubber, cocoa, bitter"
1794,2011,2.75,"5- B,S,C,V,L","creamy, medicinal, mint, bitter"
1795,2011,3.0,"5- B,S,C,V,L","sticky, berry, bitter"
1796,2011,2.75,"4- B,S,C,L","grits, strong vanilla, brownie"
1797,2014,3.0,"3- B,S,C",intensely smokey
1798,2014,3.5,"3- B,S,C","red berry, mild molasses"
1799,2016,3.75,"3- B,S,C","sweet, dried fruit, gateway"
1800,2018,3.0,"3- B,S,C","intense spice, coarse"
1801,2020,3.25,"2- B,S","sweet, tart, raisin, sour ending"
1802,2020,3.25,"2- B,S","roast dominates,spicy,astringent"
1803,2020,3.5,"2- B,S","sweet edge, dried fruit, lemon"
1804,2021,3.25,"3- B,S,C","caramel, honey, roasty"
1805,2021,3.5,"3- B,S,C","tart, green apple, rich"
1806,2021,2.75,"3- B,S,C","burnt honey, rubbery"
1807,2021,3.25,"3- B,S,C","grape, punchy, deep cocoa"
1808,2013,2.75,"3- B,S,C","sandy, ashey, mild fruit"
1809,2013,2.75,"3- B,S,C","sandy, roasty, fruity"
1810,2013,2.75,"3- B,S,C","grits, roasty, woody"
1811,2013,3.0,"3- B,S,C","sandy, cinamon, high roast"
1812,2013,3.0,"3- B,S,C","spicy, sweet, high roast"
1813,2018,3.0,"3- B,S,C","fatty, bland, some spice"
1814,2009,3.0,"3- B,S,C",vegetable and honey
1815,2009,3.0,"3- B,S,C","creamy, sour banana, lemon"
1816,2009,3.25,"3- B,S,C","rich cocoa, bread notes"
1817,2011,3.75,"3- B,S,C","creamy, melon, subtle"
1818,2014,2.75,"3- B,S,C","fatty, dates, musty"
1819,2014,3.25,"2- B,S","creamy, mild bitter, coffee"
1820,2006,3.0,"5- B,S,C,V,L","muddy, pastey, sweet, vanilla"
1821,2009,3.0,"5- B,S,C,V,L","sticky, tobacco"
1822,2012,3.0,"4- B,S,C,L","dry, banana, molasses"
1823,2012,3.0,"4- B,S,C,L","sandy, molasses, brownie"
1824,2008,2.75,"4- B,S,C,L","floral, rubber, vanilla, metallic"
1825,2008,3.0,"4- B,S,C,L","sandy, rubber, spice, floral"
1826,2008,3.0,"4- B,S,C,L","creamy, sweet, green"
1827,2008,2.0,"3- B,S,C","bitter, earthy"
1828,2008,3.5,"4- B,S,C,L","sandy, green, spice, nuts"
1829,2011,3.5,"4- B,S,C,L","waxy, sandy, floral"
1830,2012,2.75,"4- B,S,C,L","spice, mostly bitter"
1831,2012,4.0,"4- B,S,C,L","light color,complex,molasses"
1832,2014,3.25,"4- B,S,C,L","floral, green, tannic"
1833,2014,3.5,"4- B,S,C,L","savory, smokey"
1834,2014,3.75,"4- B,S,C,L","creamy, green fruit, candied"
1835,2014,4.0,"4- B,S,C,L","creamy, spicy, cocoa"
1836,2016,4.0,"4- B,S,C,L","complex, balanced"
1837,2018,3.5,"5- B,S,C,V,L","vanilla, sweet, gateway"
1838,2018,3.25,"5- B,S,C,V,L","molasses, tart, vegetal"
1839,2018,3.75,"5- B,S,C,V,L","creamy, tobacco, cocoa"
1840,2014,2.75,"2- B,S","vinegar, sour"
1841,2014,3.75,"2- B,S","red fruit, intense, bright"
1842,2014,2.75,"2- B,S","earthy, nutty, black pepper"
1843,2014,3.5,"2- B,S","intense floral, slight woody"
1844,2014,3.75,"2- B,S","mellow, fruity, brownie"
1845,2015,3.25,"2- B,S","slow, sweet, spicy"
1846,2015,3.25,"2- B,S*","maple, spicy, cocoa"
1847,2015,3.5,"2- B,S","rich cocoa, dried fruit"
1848,2015,3.75,"2- B,S","cocoa, melon, dairy"
1849,2016,2.75,"2- B,S","fruity, off rubber"
1850,2016,3.0,"2- B,S","strawberry, savory"
1851,2017,2.75,"2- B,S","grape, pungent, off sour"
1852,2017,3.5,"2- B,S","sticky, bold, nutty, fig"
1853,2017,2.75,"2- B,S","creamy, burnt rubber, off"
1854,2019,3.5,"2- B,S","intense spicy, floral"
1855,2016,3.0,"2- B,S","intense, bitter, spicy"
1856,2019,3.25,"2- B,S","fig, sour, rubbery"
1857,2019,3.25,"2- B,S","fruit, sour, roasty"
1858,2019,3.25,"2- B,S","cocoa, earthy, roasty"
1859,2019,3.5,"2- B,S","sandy, fruit, cocoa, sour"
1860,2019,2.75,"2- B,S","harsh, tobacco, roasty"
1861,2019,3.0,"2- B,S","burnt caramel, coffee"
1862,2014,3.5,"3- B,S,V","mild nutty, basic cocoa"
1863,2014,3.0,"2- B,S","gritty, woody, acidic"
1864,2014,3.5,"2- B,S","mild spice, grapes"
1865,2015,3.5,"2- B,S","intense, blackberry, acidic"
1866,2016,3.25,"2- B,S","sour, earthy, roasty"
1867,2019,2.75,"3- B,S,C","fatty, woody, poor aftertaste"
1868,2019,2.75,"3- B,S,C","rubbery, buttery, soil"
1869,2019,3.0,"3- B,S,C","nut, roasty, high astringent"
1870,2013,2.5,"4- B,S,C,V","gritty, sweet, off"
1871,2013,2.75,"4- B,S,C,V","gritty, earthy, melon"
1872,2007,4.0,"3- B,S,C","mild tart, wine, red fruit, long"
1873,2009,4.0,"3- B,S,C","simple red berry, rich, long"
1874,2009,3.5,"3- B,S,C","creamy, fruit forward, rich"
1875,2009,3.5,"3- B,S,C","earthy, nutty"
1876,2011,3.75,"3- B,S,C","smooth, red berry, cocoa"
1877,2013,4.0,"3- B,S,C","creamy, cocoa, grapes"
1878,2014,2.25,"2- B,S*","sticky, mild citrus, earthy"
1879,2014,2.75,"2- B,S*","coarse, sweet, tart, earthy"
1880,2015,3.0,"3- B,S,C","coarse, earthy, sweet"
1881,2018,3.0,"3- B,S*,C","mild smokey, black licorice"
1882,2019,3.25,"4- B,S,C,L","off aroma, anise, dried fruit"
1883,2006,4.0,"5- B,S,C,V,L","mild tart, long and rich"
1884,2006,3.0,"5- B,S,C,V,L","red fruit, smokey, sour"
1885,2006,3.75,"5- B,S,C,V,L","rich cocoa, marshmallow"
1886,2007,4.0,"5- B,S,C,V,L","rich cocoa, tart citrus"
1887,2007,3.75,"5- B,S,C,V,L","creamy, cocoa, grassy"
1888,2007,4.0,"5- B,S,C,V,L","tangy, floral, spicy, cocoa"
1889,2007,3.5,"5- B,S,C,V,L","cinamon, bitter aftertaste"
1890,2009,3.0,"5- B,S,C,V,L","smokey, floral, mild"
1891,2009,3.0,"5- B,S,C,V,L","bland, subtle dairy, burning"
1892,2010,3.0,"5- B,S,C,V,L","strong vanilla, nutty, spicey"
1893,2010,3.25,"5- B,S,C,V,L",berry notes with sweet edge
1894,2010,3.75,"5- B,S,C,V,L","chunky, rich and spicy"
1895,2010,3.0,"5- B,S,C,V,L","bitter, coffee, cocoa"
1896,2015,3.25,"5- B,S,C,V,L","mild fruit, woody"
1897,2019,3.0,"4- B,S,C,L","powdery, roasty, off flavor"
1898,2019,3.0,"4- B,S,C,L","rich cocoa, off flavor"
1899,2021,3.5,"4- B,S,C,L","fruity, rich, grassy"
1900,2020,3.0,"3- B,S,C","swiss miss, pistachio, rich"
1901,2020,3.5,"3- B,S,C","sweet, cream, cherry, rich"
1902,2020,3.5,"3- B,S,C","creamy, fruity, mocha"
1903,2016,2.5,"4- B,S,V,L","banana, earthy ending"
1904,2014,3.25,"2- B,S","intense, dried fruit, roasty"
1905,2014,2.5,"2- B,S","intense smoke, medicinal"
1906,2014,3.25,"2- B,S","tobacco, woody, rum"
1907,2014,3.5,"2- B,S","intense, floral, leather"
1908,2015,2.5,"3- B,S,C","coarse, earthy, metal, sweet"
1909,2015,2.75,"2- B,S","dry, sandy, earthy, leathery"
1910,2015,2.75,"3- B,S,C","metal, earthy, pungent"
1911,2015,2.75,"3- B,S,C","metal, molasses, roasty"
1912,2015,3.25,"2- B,S","chunky, dairy, nutty, rich"
1913,2020,3.0,"3- B,S,C","sandy, dried fruit, earthy"
1914,2020,3.0,"3- B,S,C","slightly bitter, earthy, fruity"
1915,2020,3.25,"3- B,S,C","raisins, grapes, tart"
1916,2012,2.5,"3- B,S,C","molasses, banana, chemical"
1917,2012,2.75,"3- B,S,C","dry, red berry, off note"
1918,2021,2.75,"3- B,S,C","sweet, spoiled milk, vegetal"
1919,2021,3.0,"3- B,S,C",tart with woody undertones
1920,2021,3.0,"3- B,S,C","extra sweet, nutty, deep cocoa"
1921,2010,3.75,"2- B,S","bright red fruit,smoke,powerful"
1922,2011,3.5,"2- B,S","grass,chewy,nibs add bitterness"
1923,2011,3.0,"2- B,S","fudgey, mild smoke"
1924,2011,2.75,"2- B,S","grassy, earthy"
1925,2011,3.5,"2- B,S","mint, candied"
1926,2014,3.75,"2- B,S","mildy nutty, cocoa, spice"
1927,2016,3.75,"2- B,S","dense, rich, nuanced"
1928,2018,4.0,"2- B,S","marshmallow, distinquished"
1929,2021,3.75,"2- B,S","light cocoa, dairy,faint cinnamon"
1930,2021,3.75,"2- B,S","anise, cocoa, dried fruit"
1931,2006,3.75,"4- B,S,C,L","creamy, spicy"
1932,2006,3.0,"4- B,S,C,L","smoke dominates, mild fruit"
1933,2006,3.75,"4- B,S,C,L","vegetal, fruit, smoke"
1934,2006,3.0,"4- B,S,C,L","earthy, tobacco, mushroom"
1935,2006,3.0,"4- B,S,C,L","sandy, roasty, cocoa"
1936,2006,3.5,"4- B,S,C,L","tart, fruit, cocoa"
1937,2006,3.0,"4- B,S,C,L","creamy, fatty, burnt"
1938,2007,4.0,"4- B,S,C,L","large nibs, spicy, cocoa"
1939,2008,3.0,"2- B,C","fatty, mild fruit, bitter, smoke"
1940,2008,2.0,"4- B,S,C,L","sandy, sour"
1941,2008,3.5,"4- B,S,C,L","complex, herbal, sour"
1942,2009,2.0,"4- B,S,C,L","creamy, burnt,ashey, lemon"
1943,2010,3.5,"4- B,S,C,L","nutty, red berry, rich"
1944,2011,3.25,"4- B,S,C,L","burnt nuts, subtle fruit"
1945,2015,3.25,"3- B,S,C","subdued, floral, nutty, fatty"
1946,2019,3.0,"4- B,S,C,L","complex, smoke, intense, ham"
1947,2019,3.0,"4- B,S,C,L","fruit, woody, ashey, fatty"
1948,2019,3.0,"4- B,S,C,L","roasty, black licorice, rubbery"
1949,2019,3.25,"4- B,S,C,L","tobacco,deep cocoa, sl. burnt"
1950,2019,3.5,"4- B,S,C,L","deep cocoa, fatty, mild ashey"
1951,2019,3.0,"4- B,S,C,L","high acidity,roasty,sour,chalky"
1952,2019,3.25,"4- B,S,C,L","rich cocoa, fatty, roasty"
1953,2019,3.5,"4- B,S,C,L","spicy, cocoa"
1954,2019,3.0,"4- B,S,C,L","sandy, coffee, sweet, roasty"
1955,2019,3.5,"4- B,S,C,L","dried fruit, floral"
1956,2018,3.25,"2- B,S*","sour palm, rich cocoa, fruit"
1957,2018,3.25,"2- B,S*","molasses, coffee, cocoa"
1958,2019,2.75,"2- B,S","fruit, tart, fertilzer"
1959,2014,2.75,"3- B,S,C","nutty, fuel, intense"
1960,2014,3.0,"3- B,S,C","perfume, roasted caramel"
1961,2014,3.25,"3- B,S,C","long, mellow, buttery"
1962,2014,2.75,"3- B,S,C","floral, slightly burnt, intense"
1963,2015,3.5,"3- B,S,C","dark berry, mild floral"
1964,2015,3.5,"3- B,S,C","dairy, butterscotch, caramel"
1965,2015,2.75,"3- B,S,C","chunky, earthy, rubber"
1966,2016,3.5,"3- B,S,C","floral, grain, deep cocoa"
1967,2017,3.75,"2- B,S","sticky, mild, hay, honey"
1968,2018,3.25,"3- B,S,C",dominant savory
1969,2012,2.75,"4- B,S,C,L","fatty, vanilla, orange"
1970,2017,3.5,"4- B,S,C,L","intense, fig, roasty, citrus"
1971,2017,3.25,"4- B,S,C,L","few grits, strong floral"
1972,2017,3.25,"4- B,S,C,L",intense smoke
1973,2017,3.5,"4- B,S,C,L","spice, sunflower"
1974,2017,3.75,"4- B,S,C,L","peanut, soy, sunflower"
1975,2012,3.0,"3- B,S,C","sweet, intense banana"
1976,2012,3.25,"3- B,S,C","muted, banana, hot cocoa"
1977,2013,3.25,"3- B,S,C","sticky, intense, roasty, fruit"
1978,2013,3.5,"3- B,S,C","mild bitter, banana, citrus"
1979,2013,2.75,"3- B,S,C","creamy, too sweet, sour"
1980,2013,3.25,"3- B,S,C","tannic, fruity, cocoa"
1981,2018,3.0,"3- B,S,C","pungent, grapes"
1982,2019,3.75,"3- B,S,C","bold, nutty, floral, wine"
1983,2020,3.5,"3- B,S,C","intense plum, harsh woody"
1984,2020,4.0,"3- B,S,C",grapes and honey
1985,2021,3.75,"3- B,S,C","bold, fig w/ floral undertone"
1986,2016,2.75,"3- B,S,C","gritty, waxy, leather"
1987,2016,3.0,"3- B,S,C","waxy, gritty, spicy, hammy"
1988,2011,3.5,"3- B,S,C","creamy, pasty, bitter, cocoa"
1989,2012,3.25,"3- B,S,C","gritty, sticky, candied"
1990,2015,2.75,"3- B,S,C","refined, honey, rubber"
1991,2016,3.0,"3- B,S,C","pungent, green, citrus"
1992,2017,3.25,"3- B,S,C",green
1993,2017,3.5,"3- B,S,C",basic cocoa
1994,2010,2.75,"5- B,S,C,V,L","Easter candy, burnt"
1995,2010,3.0,"3- B,S,C",slightly dry and super spicey
1996,2015,2.5,"2- B,S","oily, intense vinegar"
1997,2015,3.25,"2- B,S","fruity, melon"
1998,2015,3.5,"2- B,S","dried fruit, raisins, nutty"
1999,2021,3.25,"2- B,S","fruit, yogurt, astringent"
2000,2016,3.25,"3- B,S,C","fatty, cocoa"
2001,2018,3.75,"3- B,S,C","creamy, complex, maple"
2002,2018,3.75,"3- B,S,C",dominant spice
2003,2018,3.5,"3- B,S,C","floral, malt, high astringcy"
2004,2019,3.5,"3- B,S,C","floral, roasted cacao, dirty"
2005,2019,3.5,"3- B,S,C","grassy, earthy, roasty, dirty"
2006,2021,3.5,"3- B,S,C","gateway, nutty, rich cocoa"
2007,2012,2.5,"3- B,S,C","smooth, green, vegetal"
2008,2007,3.0,"4- B,S,C,L","cinamon, hazelnut, roasty"
2009,2007,3.5,"4- B,S,C,L","creamy, caramel, dairy"
2010,2007,3.75,"4- B,S,C,L","vanilla, dark roast, spicy"
2011,2009,2.5,"4- B,S,C,L","strong rubber, off chemical"
2012,2010,3.25,"4- B,S,C,L","strong spicey, earthy green"
2013,2011,3.5,"2- B,S","dark berry, woody,astringent"
2014,2012,4.0,"2- B,S","dark berry, tropical, nutty"
2015,2012,3.25,"2- B,S","dried fruit, nut, bitter, roasty"
2016,2012,3.5,"2- B,S","orange, heavy roast"
2017,2013,3.75,"2- B,S","thick, slow, pure"
2018,2013,3.0,"2- B,S","intense, roasty, spice"
2019,2015,3.5,"2- B,S","mild bitter, woody, bourbon"
2020,2015,3.5,"2- B,S","sticky, woody"
2021,2016,3.75,"2- B,S","floral, bourbon, balanced"
2022,2017,3.75,"3- B,S,C","smooth, coffee, rich cocoa"
2023,2019,3.5,"2- B,S","complex, honey, fruit, nut"
2024,2019,3.5,"2- B,S","rich brownie, dried fruit"
2025,2020,3.5,"3- B,S,C","tart fruit, roasty"
2026,2018,3.0,"3- B,S,C","muted, heavy roast"
2027,2019,2.5,"3- B,S,C","fatty, rubbery, nutty"
2028,2019,2.5,"3- B,S,C","fatty, rubbery, off"
2029,2016,3.25,"2- B,S","dried fruit, intense"
2030,2016,3.25,"2- B,S","fatty, honey, slight sour"
2031,2016,3.25,"2- B,S","roasty, coffee, intense"
2032,2013,3.25,"5- B,S,C,V,L","rich cocoa, nutty"
2033,2013,3.25,"4- B,S,C,L","basic cocoa, large nibs"
2034,2012,3.5,"3- B,S,C","earthy, mild nutty"
2035,2008,2.75,"2- B,S","nutty, earthy, mild off note"
2036,2008,2.75,"2- B,S","sandy, heavy roast, woody"
2037,2008,3.0,"2- B,S","raisins, sour, roasty"
2038,2008,3.0,"2- B,S","dry, honey, roasty"
2039,2009,3.5,"2- B,S","mint, sweet spices"
2040,2010,3.75,"2- B,S","smooth,intense,fruit, complex"
2041,2011,3.0,"2- B,S","rich brownie, roasty, sour"
2042,2012,3.75,"2- B,S","floral, bourbon, mocha"
2043,2013,3.5,"2- B,S","creamy, heavy roast, citrus"
2044,2013,3.5,"2- B,S","sticky, earthy, smokey"
2045,2013,4.0,"2- B,S","smooth, banana, tart, roasty"
2046,2013,3.75,"2- B,S","intense, dark berry, spice"
2047,2014,3.75,"2- B,S","red fruit, intense, earthy"
2048,2015,3.75,"2- B,S","deep, rich, nutty, roasty"
2049,2015,3.25,"2- B,S","roasty, dried fruit, sour"
2050,2016,3.75,"2- B,S","robust, tart, roasty"
2051,2011,3.5,"3- B,S,C","fatty, roasty, coffee"
2052,2011,2.5,"3- B,S,C","intense, burnt, chemical"
2053,2011,3.5,"3- B,S,C","uneven melt, cashew"
2054,2011,2.75,"3- B,S,C","smokey, nutty, fat residue"
2055,2012,2.5,"3- B,S,C","fatty, chemical, roasty"
2056,2012,2.25,"3- B,S,C","fatty, burnt, nut, vegetal"
2057,2012,2.5,"3- B,S,C","buttery, sour tang, off notes"
2058,2017,3.75,"3- B,S,C","nuts, chocolate, mellow"
2059,2021,3.75,"3- B,S,C","blackberry, mild floral"
2060,2017,2.75,"3- B,S*,C","off note, vegetal, nibby"
2061,2018,3.0,"3- B,S,C","cocoa base, spice"
2062,2018,3.5,"3- B,S,C","complex, coarse, astringent"
2063,2021,3.5,"2- B,S","clean, pure cocoa, cherry, gritty"
2064,2021,2.75,"2- B,S","mild smoke, tart, spice, harsh"
2065,2010,3.5,"3- B,S,C","sandy, subtle fruit then cocoa"
2066,2010,1.5,"3- B,S,C","sticky, intense, very bitter"
2067,2010,3.0,"3- B,S,C","fudgey, astringent, sour"
2068,2010,3.5,"3- B,S,C","fatty, cocoa, nutty"
2069,2010,3.5,"3- B,S,C","sandy, sweet, spice"
2070,2012,2.75,"4- B,S*,C,V","grassy, strong bitter"
2071,2012,3.25,"4- B,S*,C,V","grassy, maple"
2072,2008,3.5,"4- B,S,C,L","creamy, vanilla, rich"
2073,2008,3.5,"4- B,S,C,L","nutty, spicy, floral"
2074,2008,3.5,"4- B,S,C,L","nutty, basic cocoa"
2075,2008,3.5,"4- B,S,C,L","floral, spicey"
2076,2017,3.25,"4- B,S,C,L","few grits, basic, gateway"
2077,2006,2.0,"5- B,S,C,V,L","too sweet, candy-like"
2078,2006,3.0,"5- B,S,C,V,L","sweet, cherry, marshmallow"
2079,2006,3.75,"5- B,S,C,V,L","rustic, cherry, marshmallow"
2080,2009,2.75,"3- B,S,L","roasty,rich cocoa,marshmallow"
2081,2009,3.0,"5- B,S,C,V,L","sweet, marshmallow"
2082,2011,2.75,"5- B,S,C,V,L","perfume, vanilla"
2083,2006,2.0,"5- B,S,C,V,L","dry, bitter, poor aftertaste"
2084,2006,3.5,"5- B,S,C,V,L","cherry, mild bitter"
2085,2006,2.0,"5- B,S,C,V,L","fruity, smokey, burnt"
2086,2006,2.0,"5- B,S,C,V,L","fresh nibs,chocolate base off"
2087,2006,3.0,"5- B,S,C,V,L","tobacco, sweet, dairy"
2088,2007,3.0,"5- B,S,C,V,L",strong smokey tobacco
2089,2007,3.0,"5- B,S,C,V,L","sweet, base cocoa"
2090,2007,3.75,"5- B,S,C,V,L","complex, strawberry, tart"
2091,2007,3.0,"5- B,S,C,V,L","smooth,complex,cocoa base"
2092,2008,3.0,"5- B,S,C,V,L","grassy, black pepper, smoke"
2093,2009,3.75,"5- B,S,C,V,L","smooth, tart, earthy"
2094,2009,4.0,"5- B,S,C,V,L","simple, delicate cocoa, long"
2095,2009,3.75,"5- B,S,C,V,L","creamy, grassy, banana, tart"
2096,2010,3.5,"5- B,S,C,V,L","smooth, grassy, minty"
2097,2010,3.75,"5- B,S,C,V,L","clingy,subtle, tangy, citrus"
2098,2011,3.75,"5- B,S,C,V,L","cherry,wine,rich,smoke"
2099,2012,4.0,"4- B,S,C,L","banana, pear, spice, cheese"
2100,2015,2.75,"2- B,S","rustic, vegetal, earthy"
2101,2015,2.75,"2- B,S","off, sweet, orange, rubber"
2102,2018,2.75,"2- B,S","dry, earthy, surface mark"
2103,2018,3.25,"2- B,S","sticky, cherry, cocoa"
2104,2018,3.0,"2- B,S","earthy, mild fruit, sticky"
2105,2019,2.75,"2- B,S","sharp, raw, metallic"
2106,2019,3.5,"2- B,S","cocoa, roasty, sticky"
2107,2021,3.5,"2- B,S","orange, fig, cocoa"
2108,2021,3.5,"2- B,S",blueberry & cocoa dominate
2109,2021,3.25,"2- B,S","sl roasty, woody, melon, spicy"
2110,2021,3.5,"2- B,S","sticky, dark berry, roasty edge"
2111,2019,3.5,"3- B,S,C",full cocoa flavor
2112,2019,3.0,"3- B,S,C","spicy, rich cocoa, sweet"
2113,2019,3.0,"3- B,S,C","black pepper, astringent"
2114,2014,3.0,"2- B,S","coffee, nutty"
2115,2014,3.25,"2- B,S","fruity, blueberry"
2116,2015,3.25,"2- B,S","sticky, dried fruit, smoke"
2117,2015,3.5,"2- B,S","chewy, smoke, fruit, cocoa"
2118,2015,2.75,"2- B,S","smoked ham, tangy, berry"
2119,2015,3.5,"2- B,S","grapes, tangy, cocoa"
2120,2011,2.0,"4- B,S,C,V","sticky, earthy, medicinal"
2121,2011,2.5,"4- B,S,C,V","perfume, floral, chemical"
2122,2011,3.5,"3- B,S,C","strong spice, perfume, roasty"
2123,2016,3.25,"3- B,S,C","earthy, roasty, vegetal"
2124,2015,3.25,"3- B,S,C","gritty, fatty, coffee"
2125,2015,3.5,"3- B,S,C","gritty, bold, black pepper"
2126,2012,2.5,"3- B,S,C","sandy, sweet, vanilla"
2127,2022,3.5,"3- B,S,C","brownie, mocha, marshmallow"
2128,2011,3.0,"4- B,S,C,Sa","fatty, cocoa, spicy"
2129,2011,3.25,"4- B,S,C,Sa","nutty, salty"
2130,2011,3.25,"4- B,S,C,Sa","fatty, sweet, salty"
2131,2011,3.0,"4- B,S,C,Sa","fatty, salty, caramel"
2132,2014,3.75,"3- B,S,C","tart, sweet edge"
2133,2014,3.75,"3- B,S,C","intense fruity, mild sour"
2134,2014,3.75,"3- B,S,C","intense, rich, burnt, licorice"
2135,2015,3.0,1- B,"creamy, tart, bitter"
2136,2015,3.0,1- B,"floral, bourbon, bitter"
2137,2015,3.0,"2- B,S","waxy, earthy, cocoa, roasty"
2138,2015,3.25,"2- B,S*","waxy, maple, flat"
2139,2015,3.25,"2- B,S","oily, medium roasted cocoa"
2140,2016,3.5,"2- B,S","sticky, raisins, fudgey"
2141,2016,3.5,"2- B,S","basic cocoa, gateway"
2142,2016,3.75,"2- B,S","rich cocoa, spicy"
2143,2017,3.75,"2- B,S","caramel, anise, dried fruit"
2144,2021,3.0,"3- B,S,C","bland, sour, lacks development"
2145,2021,3.25,"3- B,S,C","butterscotch, slight burnt note"
2146,2015,2.75,"4- B,S,C,V","sweet, vanilla, cocoa, mold"
2147,2015,3.0,"3- B,S,C","mild, nutty, vanilla, cocoa"
2148,2015,3.25,"3- B,S,C","few grits, sweet, orange"
2149,2015,3.5,"3- B,S,C","few grits, bold, dark berry"
2150,2015,3.75,"3- B,S,C","bold cherry, rich cooa"
2151,2015,3.75,"3- B,S,C","cigar, tobacco, grass, spice"
2152,2015,4.0,"3- B,S,C","creamy, pistachio, floral"
2153,2015,2.75,"3- B,S,C","floral, intense, pungent"
2154,2015,3.5,"3- B,S,C","smokey, tart, astringent"
2155,2015,3.0,"3- B,S,C","light brown, grits, floral"
2156,2015,3.75,"3- B,S,C",mild cacao and fruit notes
2157,2016,3.75,"3- B,S,C","creamy, fruit, cocoa"
2158,2016,4.0,"3- B,S,C","ligt color, creamy, peanut"
2159,2016,3.75,"3- B,S,C","apple, mild cherry"
2160,2016,3.0,"3- B,S,C","creamy, molasses, off note"
2161,2016,3.75,"3- B,S,C","delicate, smooth, dairy"
2162,2016,3.25,"3- B,S,C","gummy, fatty, earthy"
2163,2017,3.5,"3- B,S,C","cherry, rich choco"
2164,2017,3.5,"3- B,S,C","complex, earthy, melon"
2165,2010,3.0,"3- B,S,C","mild cocoa, fruity"
2166,2010,3.25,"3- B,S,C","fudgey then spicy, vanilla"
2167,2011,1.5,"3- B,S,C","perfume, strong chemical"
2168,2018,3.25,"3- B,S*,C","nuts, fruit, cocoa"
2169,2017,2.75,"3- B,S,C","grassy, hammy"
2170,2015,3.0,"2- B,S","tangy, sour, intense"
2171,2016,3.5,"2- B,S","intense, simple, floral, earthy"
2172,2016,2.75,"2- B,S","sticky, hammy, bitter"
2173,2016,2.75,"2- B,S","sticky, sandy, pungent"
2174,2019,2.5,"3- B,S,C","intense, dirty,floral,medicinal"
2175,2016,3.25,"2- B,S","sweet, roasty, spicy"
2176,2016,3.25,"2- B,S","spicy, roasted, fresh nibs"
2177,2013,3.0,"2- B,S","dry, molasses, sour"
2178,2013,3.0,"2- B,S","dairy, cheese, molasses"
2179,2013,3.25,"2- B,S","intense, leathery, cocoa"
2180,2013,3.25,"3- B,S,C","molasses, grape, sour"
2181,2013,3.5,"3- B,S,C","creamy, nutty, cocoa"
2182,2014,3.0,"3- B,S,C","molasses, licorice, muted"
2183,2017,3.25,"3- B,S,C","sticky, strong molasses"
2184,2018,3.25,"3- B,S,C","molasses undertone, tangy"
2185,2021,3.5,"3- B,S,C","molasses, raisins, astringent"
2186,2009,3.0,"3- B,S,C","sticky, few grits, mild fruit,sour"
2187,2009,3.5,"3- B,S,C","earthy, woody, vegetal"
2188,2009,3.0,"3- B,S,C","slow to develop, nutty"
2189,2009,3.5,"3- B,S,C","smokey, mushroom, woodsy"
2190,2009,3.75,"3- B,S,C","subtle red berry, complex"
2191,2009,3.75,"3- B,S,C",black tea
2192,2010,3.75,"3- B,S,C","complex, nut, dried fruit, earth"
2193,2011,2.75,"3- B,S,C","super temper,astringent, burn"
2194,2011,3.5,"3- B,S,C","earthy, mild tannic, woody"
2195,2011,4.0,"3- B,S,C","strawberry, cocoa, nutty"
2196,2011,4.0,"3- B,S,C","complex,spice,caramel,cocoa"
2197,2011,3.75,"3- B,S,C","dried fruit, tart"
2198,2011,3.5,"3- B,S,C","strawberry, green mint"
2199,2012,3.25,"3- B,S,C","uneven, grassy, roasty"
2200,2012,3.75,"3- B,S,C","cranberries, cocoa"
2201,2012,4.0,"3- B,S,C","creamy, raisin, lemon"
2202,2012,4.0,"3- B,S,C","creamy, complex, peanut"
2203,2012,3.5,"3- B,S,C","sandy, earthy, tangy wine"
2204,2012,3.75,"3- B,S,C","intense, rich burnt caramel"
2205,2012,3.5,"3- B,S,C","smoke,tobacco,black pepper"
2206,2012,3.5,"3- B,S,C","mild smoke, fruit, mild burnt"
2207,2013,3.75,"3- B,S,C","smoke, burnt caramel, citrus"
2208,2013,3.25,"3- B,S,C","creamy, smokey, some fruit"
2209,2013,2.75,"3- B,S,C","creamy, medicinal, mild fruit"
2210,2013,3.75,"3- B,S,C","creamy, brownie mix, roasty"
